479,ثغرب,سرمایه گذاری مسکن شمالغرب ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,انبوه‌سازی، املاک و مستغلات,www.azar.maskanco.ir
480,ثفارس,عمران و توسعه فارس ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,انبوه‌سازی، املاک و مستغلات,www.omran-fars.com
481,ثقزوی,عمران و سازندگی استان قزوین ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,انبوه‌سازی، املاک و مستغلات,www.qazvindc.com
482,ثمحراب,محراب عمران تهران ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
483,ثمسکن,گروه سرمایه گذاری مسکن(سرمایه گذاری مسکن) ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,انبوه‌سازی، املاک و مستغلات,www.maskanco.ir
2252,مفید طلا,,,,,
484,ثملی,بین الملل ساختمان و صنعت ملی ,سهامی عام بورسی ,ثبت نشده نزد سازمان,انبوه‌سازی، املاک و مستغلات,info@mibic.ir
485,ثنام,سرمایه گذاری ساختمانی بین المللی نام آوران مهندسی ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,انبوه‌سازی، املاک و مستغلات,www.benam.ir
486,ثنظام,سرمایه گذاری ساختمانی نظام مهندسی ایران ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,انبوه‌سازی، املاک و مستغلات,www.sherkatnezam.com
487,ثنور,سرمایه گذاری کوه نور ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,انبوه‌سازی، املاک و مستغلات,www.koohenoorco.com
488,ثنوسا,نوسازی و ساختمان تهران ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,انبوه‌سازی، املاک و مستغلات,www.nosa-eng.com
489,ثنوین,تأمین مسکن نوین ,سهامی عام بورسی ,ثبت نشده نزد سازمان,انبوه‌سازی، املاک و مستغلات,www.dailamipourt.com
490,جامعه نیکوکاری ابرار,جامعه نیکوکاری ابرار ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
491,جاهد شاریز,شرکت جاهد شاریز ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
492,جسبز,جهاد سبز ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
493,جسینا,جهان صادرات سینا ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
494,جم,پتروشیمی جم ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,محصولات شیمیایی,http://www.jpcomplex.ir/
495,جم پیلن,پلی پروپیلن جم ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,محصولات شیمیایی,www.jppc.ir
496,جوپار,قطارهای مسافری وباری جوپار ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
497,جوین,کشت و صنعت جوین ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,-,-
498,جهاد استقلال,موسسه جهاد استقلال ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
499,جهاد تحقیقات,مؤسسه جهاد تحقیقات ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
500,جهاد توسعه,موسسه جهاد توسعه ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
501,جهاد دریا,جهاددریا (سهامی خاص) ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
502,جهاد نصر,موسسه جهاد نصر ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
503,جهان سهام,صندوق سرمایه گذاری مشترک نقش جهان ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,www.jahanfund.com
504,جهانگرد تامین,بین المللی خدمات مسافرتی و جهانگردی تامین ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
505,جهرم,پتروشیمی جهرم ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,محصولات شیمیایی,-
506,جی پورنر پارس,جی پورنر پارس ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
507,چاپ و نشر کتیبه,چاپ و نشر علمی و فرهنگی کتیبه (سهامی خاص) ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
508,چافست,افست ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,انتشار، چاپ و تکثیر,www.offset.ir
509,چبسپا,بسته بندی پارس ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,محصولات کاغذی,www.parsprint.org
510,چخزر,صنایع چوب خزر کاسپین ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,محصولات چوبی,www.choobekhazar.com
511,چدن,تولیدی چدن سازان ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,ساخت محصولات فلزی,www.csroll.com
512,چرمش,چرم مشهد ,سهامی عام بورسی ,ثبت نشده نزد سازمان,دباغی، پرداخت چرم و ساخت انواع پاپوش,WWW.MASHADLEATHER.COM
513,چفیبر,تولید فیبر ایران ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,محصولات چوبی,www.fibreiran.ir
514,چکاپا,گروه صنایع کاغذ پارس ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,محصولات کاغذی,www.parspaper.ir
515,چکارم,کارتن مشهد ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,محصولات کاغذی,www.cartonmashhad.com
516,چکارن,کارتن ایران ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,محصولات کاغذی,www.irancarton.ir
517,چکاغذ مازنداران,چوب و کاغذ مازندران ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
518,چکاوه,صنایع کاغذ سازی کاوه ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,محصولات کاغذی,www.kavehpaper.com
519,چنوپا,نئوپان 22 بهمن ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,محصولات چوبی,-
520,چوب اسالم,چوب اسالم ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
521,چوکا,چوب و کاغذ ایران (چوکا) ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
522,چوکما,صنایع چوب و کاغذ مازندران ,سهامی عام بورسی ,ثبت نشده نزد سازمان,محصولات کاغذی,www.mazpaper.com
523,حآسا,آسیا سیر ارس ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,حمل و نقل، انبارداری و ارتباطات,www.asiaseiraras.com
524,حآسما,خدمات هوایی کشور- آسمان ,سهامی عام بورسی ,ثبت نشده نزد سازمان,-,-
525,حآفرین,ریل پرداز نو آفرین ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,حمل و نقل، انبارداری و ارتباطات,fadaktrains.com
526,حاریا,کشتیرانی آریا ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,حمل و نقل آبی,www.aryashippinglines.com
527,حافظ سهام,صندوق سرمایه گذاری مشترک کارگزاری حافظ ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
528,حافظ نیکو,صندوق سرمایه گذاری مشترک نیکوکاری حافظ ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
529,حاگپارس,حفاری و اکتشاف انرژی گستر پارس ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
530,حامی اعتماد,خدمات بیمه ای حامی اعتماد آینده ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
531,حامیان تدبیر و توسعه,حامیان تدبیر و توسعه ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
532,حامی ثابت,صندوق سرمایه گذاری مشترک حامی ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,www.hamifund.com/
533,حبندر,خدمات دریایی و کشتیرانی خط دریا بندر ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,حمل و نقل، انبارداری و ارتباطات,www.spl.ir
534,حپارسا,توسعه حمل و نقل ریلی پارسیان ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,حمل و نقل، انبارداری و ارتباطات,www.prtdc.ir
535,حپترو,مهندسی حمل و نقل پتروشیمی ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,حمل و نقل، انبارداری و ارتباطات,www.prec-ir.com
536,حتاید,تاید واتر خاورمیانه ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,حمل و نقل، انبارداری و ارتباطات,www.tidewater.ir
537,حتوکا,حمل و نقل توکا ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,حمل و نقل، انبارداری و ارتباطات,http://Tukatrans.com
538,حجنوب,کشتیرانی جنوب- خط ایران ,سهامی عام بورسی ,ثبت نشده نزد سازمان,حمل و نقل، انبارداری و ارتباطات,www.sslil.net
539,حخزر,کشتیرانی دریای خزر ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,حمل و نقل آبی,www.khazarshipping.com
540,حدریا آبادان,حمل ونقل و خدمات دریایی آبادان ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1072,صنعتی عالم آرا,گروه صنعتی عالم آرا ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
541,حرآهن,راه آهن حمل و نقل ,سهامی عام بورسی ,ثبت نشده نزد سازمان,حمل و نقل، انبارداری و ارتباطات,www.rwt.ir
542,حرکیب,حمل و نقل ترکیبی کشتیرانی ج.ا.ا. ,سهامی عام بورسی ,ثبت نشده نزد سازمان,حمل و نقل، انبارداری و ارتباطات,www.IRISLMTC.COM
543,حرهشا,رهشاد سپاهان ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,حمل و نقل، انبارداری و ارتباطات,-
544,حرهور,مجتمع ترابری رهنورد ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,حمل و نقل، انبارداری و ارتباطات,www.rahnavardco.com
545,حریر خوزستان,حریر خوزستان ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
546,حریل,ریل پرداز سیر ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,حمل و نقل، انبارداری و ارتباطات,www.Rpseir.com
547,حسابرسی تامین,موسسه حسابرسی تامین اجتماعی ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
548,حسیر,ریل سیر کوثر ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,حمل و نقل، انبارداری و ارتباطات,www.railseir.com
549,حسینا,توسعه خدمات دریایی و بندری سینا ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,حمل و نقل، انبارداری و ارتباطات,www.spmco.co
550,حفارس,حمل ونقل بین المللی خلیج فارس ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,حمل و نقل، انبارداری و ارتباطات,www.pgtco.ir
551,حفاری,حفاری شمال ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,استخراج نفت گاز و خدمات جنبی جز اکتشاف,WWW.NDCO.ir
552,حفجر,کشتیرانی والفجر ,سهامی عام بورسی ,ثبت نشده نزد سازمان,حمل و نقل آبی,www.valfajr.ir
553,حفجرجهاد,حمل و نقل فجر جهاد ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,fajr-jahad.com
554,حقشم,خدمات دریایی و مهندسی کشتیرانی قشم ,سهامی عام بورسی ,ثبت نشده نزد سازمان,حمل و نقل آبی,-
555,حقوقی صبا,حقوقی و داوری دادگران آتیه صبا ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
556,حکاوه,خدمات دریایی و بندری کاوه ,سهامی عام بورسی ,ثبت نشده نزد سازمان,-,-
557,حکشتی,کشتیرانی جمهوری اسلامی ایران ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,حمل و نقل، انبارداری و ارتباطات,www.irisl.net
558,حکشتیرانی,حمل و نقل ترکیبی کشتیرانی جمهوری اسلامی ایران ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
559,حکمت,بانک حکمت ایرانیان ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,بانکها و موسسات اعتباری,www.hibank24.com
560,حکمت بازار,صندوق بازارگردانی حکمت ایرانیان یکم ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
561,حکیم مس,حکیم مس ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
2253,نواندیشان سهام,,,,,
2272,اندیشه زرین ثابت,,,,,
562,حگمرک,انبارهای عمومی و خدمات گمرکی ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
563,حمل و نقل پرسی گاز,حمل و نقل پرسی گاز ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
564,حمل و نقل ناوصنعت,بین المللی حمل و نقل ناو صنعت مس ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
565,حمل و نقل همدانیان,حمل و نقل همدانیان ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
566,حیان کرمان,سلسله آب حیان کرمان ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
567,خاتم,خاتم ایساتیس پویا ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,http://etf.isatispm.com/
568,خاذر,تولیدی آذر باتری ارومیه ,سهامی عام بورسی ,ثبت نشده نزد سازمان,خودرو و ساخت قطعات,-
569,خاذین,سایپا آذین ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,خودرو و ساخت قطعات,www.saipa-azin.com
570,خاک,خدمات مهندسی آب و خاک کشور ,سهامی عام بورسی ,ثبت نشده نزد سازمان,-,-
571,خاکریز,خاکریز آب ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
572,خانه سازی ایران,مهندسان مشاور خانه سازی ایران ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
573,خانه سازی پیش ساخته آذربایجان,خانه سازی پیش ساخته آذربایجان ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
574,خاور,ایران خودرو دیزل ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,خودرو و ساخت قطعات,www.ikd-co.com
575,خاورمیانه ثابت,صندوق مشترک افق کارگزاری بانک خاورمیانه ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
576,خاورمیانه سهام,صندوق سرمایه گذاری مشترک بانک خاورمیانه ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
577,خاهن,آهنگری تراکتور سازی ایران ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,خودرو و ساخت قطعات,www.Itforging.com
616,خکاشا,تولید خودرو سایپا کاشان ,سهامی عام بورسی ,ثبت نشده نزد سازمان,خودرو و ساخت قطعات,www.saipa-k.com
578,خبازرس,بازرسی مهندسی و صنعتی ایران ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,فعالیت مهندسی، تجزیه، تحلیل و آزمایش فنی,www.iei-co.com
579,خبرگان بازار,صندوق سرمایه گذاری اختصاصی بازارگردانی خبرگان اهداف ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,www.khobreganmmf.com
580,خبرگان سهام,صندوق سرمایه گذاری اندیشه خبرگان سهام ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,www.khobregan.com
581,خبهمن,گروه بهمن ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,خودرو و ساخت قطعات,www.bahmangroup.com
582,خپارس,پارس خودرو ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,خودرو و ساخت قطعات,www.parskhodrosaham.com
583,خپصنفت,خدمات پشتیبانی آتیه فرزانگان اهداف ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
584,خپویش,سازه پویش ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,خودرو و ساخت قطعات,www.sazehpouyesh.com
585,ختراک,ریخته گری تراکتور سازی ایران ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,خودرو و ساخت قطعات,www.irtrf.com
586,ختور,رادیاتور ایران ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,خودرو و ساخت قطعات,www.irradiator.com
587,ختوقا,گروه صنعتی قطعات اتومبیل ایران ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,خودرو و ساخت قطعات,www.iap.co.ir
588,ختیو,مهندسی و ساختمان تیو انرژی ,سهامی عام بورسی ,ثبت نشده نزد سازمان,-,www.tivenergi.com
589,خچرخ,ایران دوچرخ ,سهامی عام بورسی ,ثبت نشده نزد سازمان,-,-
590,خچرخش,چرخشگر ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,خودرو و ساخت قطعات,www.charkheshgar.com
591,خدمات انرژی ایرانیان,خدمات انرژی ایرانیان اروند ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
592,خدمات بهداشتی درمانی اصفهان,خدمات بهداشتی و درمانی صنایع اصفهان ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,www.khanevadeh-hospital.ir
593,خدمات بیمه ای امین پارسیان,خدمات بیمه ای امین پارسیان ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
594,خدمات پارس,خدمات پارس ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
595,خدمات پرسی,پشتیبانی و خدمات مهندسی پرسی ایران گاز ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
596,خدمات گستر صبا,خدمات گستر صبا انرژی ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
597,خدمات مالی شهر,خدمات مالی شهر ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
598,خدمات هلیکوپتری نوید,خدمات هلیکوپتری نوید ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
599,خدیزل,بهمن دیزل ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,خودرو و ساخت قطعات,bahmandiesel.bahman.ir
600,خراسان,پتروشیمی خراسان ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,محصولات شیمیایی,www.khpc.ir
601,خرفاه پردیس,خدمات گستر رفاه پردیس ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
602,خریخت,صنایع ریخته گری ایران ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,خودرو و ساخت قطعات,www.ici-ir.com
603,خرینگ,رینگ سازی مشهد ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,خودرو و ساخت قطعات,www.mwmco.com
604,خزامیا,زامیاد ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,خودرو و ساخت قطعات,www.zamyad co.ir
605,خزر,فنرسازی زر ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,خودرو و ساخت قطعات,www.zarspring.com
606,خساپا,شرکت ایرانی تولید اتومبیل (سایپا) ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,خودرو و ساخت قطعات,www.saipacorp.com
607,خسمر,موسسه خیریه مهر اندیشان راستین ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
608,خشرق,الکتریک خودرو شرق ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,خودرو و ساخت قطعات,www.eks.co.ir
609,خصدرا,صنعتی دریائی ایران ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,پیمانکاری صنعتی,www.sadragroup.com
610,خعفولاد ایران,خدمات عمومی فولاد ایران ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
611,خعمرا,توسعه و عمران شهرستان نائین ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,خودرو و ساخت قطعات,www.tosn.co.ir
612,خفناور,مهندسی صنعتی روان فن آور ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,خودرو و ساخت قطعات,www.rafaco.com
613,خفنر,فنر سازی خاور ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,خودرو و ساخت قطعات,www.Khsm.CO.IR
614,خفولا,خدمات فنی فولاد یزد ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,خدمات فنی و مهندسی,-
615,خکار,ایرکا پارت صنعت (کاربراتور ایران) ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,خودرو و ساخت قطعات,www.ircapart.com
617,خکاوه,سایپا دیزل ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,خودرو و ساخت قطعات,www.saipadiesel.com
618,خکرمان,گروه اقتصادی کرمان خودرو ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,خودرو و ساخت قطعات,www.kkeg.ir
619,خکمک,کارخانجات کمک فنر ایندامین سایپا ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,خودرو و ساخت قطعات,www.indamin.com
620,خگستر,گسترش سرمایه گذاری ایران خودرو ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,خودرو و ساخت قطعات,www.ikido.org
621,خلنت,تولیدی لنت ترمز ایران ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,خودرو و ساخت قطعات,www.iranlent.com
622,خلیبل,مالیبل سایپا ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,خودرو و ساخت قطعات,www.saipamalleable.com
623,خلیج فارس بازار,صندوق سرمایه گذاری اختصاصی بازارگردانی خلیج فارس ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,pgfund.ir
624,خمحرکه,صنعتی نیرو محرکه ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,خودرو و ساخت قطعات,www.nmir.com
625,خمحور,تولید محور خودرو ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,خودرو و ساخت قطعات,www.vamco.ir
626,خمدیریت صبا,خدمات مدیریت صبا تامین ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
627,خموتور,موتورسازان تراکتورسازی ایران ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,خودرو و ساخت قطعات,www.motorsazan.ir
628,خمهر,مهرکام پارس ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,خودرو و ساخت قطعات,www.mehrcampars.com
629,خمهندسی فارس آذربایجان,خدمات مهندسی سیمان فارس و آذربایجان ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
630,خمهندسی فارس خوزستان,خدمات مهندسی سیمان فارس و خوزستان ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
631,خنصیر,مهندسی نصیر ماشین ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,خودرو و ساخت قطعات,www.nasirmachine.com
632,خودرو,ایران خودرو ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,خودرو و ساخت قطعات,stock.ikco.ir
633,خودروسازان بم,خودروسازان بم ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
634,خودرو سرویس,شرکت خودرو سرویس شهر ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
635,خودرو مهر,مجموعه های خودرومهر ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
636,خودکفا,اقتصادی و خودکفائی آزادگان ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,محصولات غذایی و آشامیدنی به جز قند و شکر,www.azadeganekh.co.ir
637,خودکفایی شاخص,احداث و خودکفایی صنایع شاخص ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
638,خوساز,صنعتی محور سازان ایران خودرو ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,خودرو و ساخت قطعات,www.ikamco.com
639,خهام ایرانیان,خودروسازان هام ایرانیان ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
640,خیریه اشرف الانبیاء,خیریه اشرف الانبیاء ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
2254,بیمه نوین,,,,,
641,خیریه مولی الموحدین,خیریه مولی الموحدین علی ابن ابیطالب ع استان کرمان ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
642,خیریه نیک گامان جمشید تهران,خیریه نیک گامان جمشید تهران ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
643,خیریه همدانیان,موسسه خیریه علی و حسین همدانیان ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
644,خیمن,ایمن خودرو شرق ,سهامی عام بورسی ,ثبت نشده نزد سازمان,خودرو و ساخت قطعات,-
645,دابزا,ابزار درمان ,سهامی عام بورسی ,ثبت نشده نزد سازمان,-,www.adc.ir
646,دابور,داروسازی ابوریحان ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,مواد و محصولات دارویی,www.aburaihan.com
647,داتک,گسترش ارتباطات داتک ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,www.datak.ir
648,دارا,صندوق سرمایه گذاری دارا الگوریتم ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,صندوق سرمایه گذاری قابل معامله,www.darafund.ir
649,داراب,پتروشیمی داراب ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,محصولات شیمیایی,-
650,دارالاکرام,خیریه و عام المنفعه دارالاکرام حضرت ابوالفضل العباس (ع) ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
651,دارا یکم,صندوق سرمایه گذاری واسطه گری مالی یکم ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,صندوق سرمایه گذاری قابل معامله,fi1fund.com
652,دارو,کارخانجات داروپخش ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,مواد و محصولات دارویی,www.dppharma.com
653,دارو پوش,داروپوش ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
654,داریک,صندوق سرمایه گذاری اعتماد داریک ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,صندوق سرمایه گذاری قابل معامله,www.etemaddarik.ir
655,داسوه,داروسازی اسوه ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,مواد و محصولات دارویی,www.osvahpharma.com
656,دالبر,البرز دارو ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,مواد و محصولات دارویی,www.alborzdarouco.com
657,دامی پخش,توزیع داروهای دامی داروپخش ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
658,دامین,داروسازی امین ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,مواد و محصولات دارویی,WWW.aminpharma.com
659,دانا,بیمه دانا ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,بیمه وصندوق بازنشستگی به جز تامین اجتماعی,www.dana-insurance.com
660,دانا بازار,صندوق سرمایه گذاری اختصاصی بازارگردانی آینده نگر دانا ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,danagroupfund.com/
661,دانا پاسارگاد,تولید و فرآوری محصولات قیری دانا پاسارگاد خاوران ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
662,داوه,داروسازی آوه سینا ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,مواد و محصولات دارویی,www.daveh.ir
663,دبالک,تولید مواد اولیه داروئی البرز بالک ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,مواد و محصولات دارویی,www.alborzbulk.com
664,دبلیو تی دی,WTD ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
665,دپارس,پارس دارو ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,مواد و محصولات دارویی,www.parsdarou.ir
666,دتماد,تولید مواد اولیه داروپخش ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,مواد و محصولات دارویی,www.temad.com
667,دتوزیع,توزیع داروپخش ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,مواد و محصولات دارویی,www.ondpline.com
668,دتولید,داروسازی تولید دارو ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,مواد و محصولات دارویی,www.toliddarou.com
669,دتهران,داروسازی تهران دارو ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,مواد و محصولات دارویی,-
670,دجابر,داروسازی جابر ابن حیان ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,مواد و محصولات دارویی,www.Jaber-pharma.Com
